Item/SKU,UPC,M.A.P,MSRP,NAME,Component 1,Component 2,Component 3,Component 4,Long Description ( OUTSIDE CHANNELS ONLY),Bullet 1,Bullet 2,Bullet 3,Bullet 4,Bullet 5,Bullet 6,Bullet 7,Bullet 8,Bullet 9,Bullet 10,Bullet 11,Bullet 12,Bullet 13,DB Link
2KP-RTAWS36,1.95948E+11,"$3,194.91 ","$6,399.95 ","ZLINE Kitchen Package with 36"" Stainless Steel Rangetop and 30"" Single Wall Oven",RT36,AWS-30,-,-,"Experience Attainable Luxury® with the ZLINE 36"" DuraSnow® Stainless Steel Gas Professional Rangetop and Convection Wall Oven Bundle. With built-to-last quality and modern designs, this combination is a great addition to any kitchen. Enjoy a complete, seamless look for years to come with ZLINE’s exclusive DuraSnow® finish features a timeless non-directional fingerprint-resistant finish, allowing you to easily combat everyday wear and tear. Achieve optimal results with cooktop power ranging from 4,200 up to 18,000 BTUs provided with sealed burners. This self-cleaning wall oven features a full size oven with several standard and convection electric cooking modes, including: Standard Bake, Standard Broil, Convection Bake, Convection Roast, and Convection Broil. Powerful and professional convection cooking allows you to rely on precise, even heating for every homemade dish. Enjoy a modern built-in installation that seamlessly fits within your kitchen’s cabinetry. The ZLINE Professional Rangetop and Wall Oven Bundle ships next business day when in stock.","Professional Electric Convection Cooking with multiple modes including: Convection Bake, Convection Roast, and Convection Broil",Standard Bake and Broil modes for ideal everyday cooking,Temperature probe ensures the desired results are achieved with every dish,"Sabbath, warm, and proof modes for added flexibility",Self-Clean technology for an incredibly fast and easy clean up,ZLINE’s proprietary stay-put hinges are designed to support the full weight of the oven door and hold at any place,"Handcrafted, high quality Italian Burners imported directly from Italy with premium alloy to ensure efficient and clean-burning flames",Heavy Duty Italian made Porcelain one-piece cooktop allows for an easy to clean surface - no crevices that can hold residue,No-scratch porcelain designed to handle every cooking environment,Solid-piece cast iron grate - heavy duty and built to last with an exceptional strength-to-weight ratio,Every rangetop comes equipped with an LP conversion kit to convert from natural gas to propane; this conversion process must be done by a professional,1 year parts and service warranty,,https://www.dropbox.com/sh/spy23y6bd1buyeb/AACJBX5hJQF1reKUdmDqZ8hra?dl=0
2KP-RTAWS48,1.95948E+11,"$3,824.91 ","$7,699.95 ","ZLINE Kitchen Package with 48"" Stainless Steel Rangetop and 30"" Single Wall Oven",RT48,AWS-30,-,-,"Experience Attainable Luxury® with the ZLINE 48"" DuraSnow® Stainless Steel Gas Professional Rangetop and Convection Wall Oven Bundle. With built-to-last quality and modern designs, this combination is a great addition to any kitchen. Enjoy a complete, seamless look for years to come with ZLINE’s exclusive DuraSnow® finish features a timeless non-directional fingerprint-resistant finish, allowing you to easily combat everyday wear and tear. Achieve optimal results with cooktop power ranging from 4,200 up to 18,000 BTUs provided with sealed burners. This self-cleaning wall oven features a full size oven with several standard and convection electric cooking modes, including: Standard Bake, Standard Broil, Convection Bake, Convection Roast, and Convection Broil. Powerful and professional convection cooking allows you to rely on precise, even heating for every homemade dish. Enjoy a modern built-in installation that seamlessly fits within your kitchen’s cabinetry. The ZLINE Professional Rangetop and Wall Oven Bundle ships next business day when in stock.","Professional Electric Convection Cooking with multiple modes including: Convection Bake, Convection Roast, and Convection Broil",Standard Bake and Broil modes for ideal everyday cooking,Temperature probe ensures the desired results are achieved with every dish,"Sabbath, warm, and proof modes for added flexibility",Self-Clean technology for an incredibly fast and easy clean up,ZLINE’s proprietary stay-put hinges are designed to support the full weight of the oven door and hold at any place,"Handcrafted, high quality Italian Burners imported directly from Italy with premium alloy to ensure efficient and clean-burning flames",Heavy Duty Italian made Porcelain one-piece cooktop allows for an easy to clean surface - no crevices that can hold residue,No-scratch porcelain designed to handle every cooking environment,Solid-piece cast iron grate - heavy duty and built to last with an exceptional strength-to-weight ratio,Every rangetop comes equipped with an LP conversion kit to convert from natural gas to propane; this conversion process must be done by a professional,1 year parts and service warranty,,
2KP-RTBAWD36,1.95948E+11,"$4,814.91 ","$9,699.95 ","ZLINE Kitchen Package with 36"" Black Stainless Steel Rangetop and 30"" Double Wall Oven",RTB-BR-36,AWD-30-BS,-,-,"Experience Attainable Luxury® with the ZLINE 36"" Black Stainless Steel Gas Professional Rangetop and Double Convection Wall Oven Bundle. With built-to-last quality and modern designs, this combination is a great addition to any kitchen. ZLINE’s professional black stainless steel stove is truly unique in the industry. Each piece is hand cut and crafted utilizing premium grade stainless steel which accomplishes its sophisticated “piano black” finish through a technique called PVD (Physical Vapor Deposition) Coating. Achieve optimal results with cooktop power ranging from 4,200 up to 18,000 BTUs provided with sealed burners. This self-cleaning wall oven features a full size oven with several standard and convection electric cooking modes, including: Standard Bake, Standard Broil, Convection Bake, Convection Roast, and Convection Broil. Powerful and professional convection cooking allows you to rely on precise, even heating for every homemade dish. Enjoy a modern built-in installation that seamlessly fits within your kitchen’s cabinetry. The ZLINE Professional Rangetop and Double Convection Wall Oven Bundle ships next business day when in stock.","Professional Electric Convection Cooking with multiple modes including: Convection Bake, Convection Roast, and Convection Broil",Standard Bake and Broil modes for ideal everyday cooking,Temperature probe ensures the desired results are achieved with every dish,"Sabbath, warm, and proof modes for added flexibility",Self-Clean technology for an incredibly fast and easy clean up,ZLINE’s proprietary stay-put hinges are designed to support the full weight of the oven door and hold at any place,"Handcrafted, high quality Italian Burners imported directly from Italy with premium alloy to ensure efficient and clean-burning flames",Heavy Duty Italian made Porcelain one-piece cooktop allows for an easy to clean surface - no crevices that can hold residue,No-scratch porcelain designed to handle every cooking environment,Solid-piece cast iron grate - heavy duty and built to last with an exceptional strength-to-weight ratio,Every rangetop comes equipped with an LP conversion kit to convert from natural gas to propane; this conversion process must be done by a professional,1 year parts and service warranty,,
2KP-RTBAWS36,1.95948E+11,"$3,914.91 ","$7,799.95 ","ZLINE Kitchen Package with 36"" Black Stainless Steel Rangetop and 30"" Single Wall Oven",RTB-BR-36,AWS-30-BS,-,-,"Experience Attainable Luxury® with the ZLINE 36"" Black Stainless Steel Gas Professional Rangetop and Convection Wall Oven Bundle. With built-to-last quality and modern designs, this combination is a great addition to any kitchen. ZLINE’s professional black stainless steel stove is truly unique in the industry. Each piece is hand cut and crafted utilizing premium grade stainless steel which accomplishes its sophisticated “piano black” finish through a technique called PVD (Physical Vapor Deposition) Coating. Achieve optimal results with cooktop power ranging from 4,200 up to 18,000 BTUs provided with sealed burners. This self-cleaning wall oven features a full size oven with several standard and convection electric cooking modes, including: Standard Bake, Standard Broil, Convection Bake, Convection Roast, and Convection Broil. Powerful and professional convection cooking allows you to rely on precise, even heating for every homemade dish. Enjoy a modern built-in installation that seamlessly fits within your kitchen’s cabinetry. The ZLINE Professional Rangetop and Convection Wall Oven Bundle ships next business day when in stock.","Professional Electric Convection Cooking with multiple modes including: Convection Bake, Convection Roast, and Convection Broil",Standard Bake and Broil modes for ideal everyday cooking,Temperature probe ensures the desired results are achieved with every dish,"Sabbath, warm, and proof modes for added flexibility",Self-Clean technology for an incredibly fast and easy clean up,ZLINE’s proprietary stay-put hinges are designed to support the full weight of the oven door and hold at any place,"Handcrafted, high quality Italian Burners imported directly from Italy with premium alloy to ensure efficient and clean-burning flames",Heavy Duty Italian made Porcelain one-piece cooktop allows for an easy to clean surface - no crevices that can hold residue,No-scratch porcelain designed to handle every cooking environment,Solid-piece cast iron grate - heavy duty and built to last with an exceptional strength-to-weight ratio,Every rangetop comes equipped with an LP conversion kit to convert from natural gas to propane; this conversion process must be done by a professional,1 year parts and service warranty,,
3KP-RABRH30-MW,1.95948E+11,"$4,886.87 ","$9,799.95 ","ZLINE 30"" Kitchen Package with Black Stainless Steel Dual Fuel Range, Convertible Vent Range Hood and Microwave Drawer",RAB-BR-30,BSKBN-30,MWD-1-BS,-,"Experience Attainable Luxury® with the ZLINE 30"" Black Stainless Steel Dual Fuel Professional Range, Range Hood and Microwave Drawer Bundle. With built-to-last quality and modern designs, this combination is a great addition to any kitchen.  ZLINE’s professional black stainless steel stove is truly unique in the industry. Each piece is hand cut and crafted utilizing premium grade stainless steel which accomplishes its sophisticated “piano black” finish through a technique called PVD (Physical Vapor Deposition) Coating. Achieve optimal results with cooktop power ranging from 4,200 up to 18,000 BTUs provided with sealed burners, and precise and even heating for every homemade dish with an electric convection oven. With upgraded premium features such as SmoothSlide ball-bearing oven racks, dual lighting, and adjustable legs, this dual fuel range is certain to wow both the chef and guests alike. The range hood’s high-performance, 400 CFM 4-speed motor will provide all the power you need to quietly and efficiently ventilate your stove while cooking. Enjoy modern features, including built-in LED lighting for an illuminated culinary experience and dishwasher-safe stainless steel baffle filters for easy clean-up. This wall mount range hood has a convertible vent, so you can have a luxury range hood whether you need a ducted or ductless option. This top loading microwave drawer provides unmatched convenience and space-saving qualities to enhance your kitchen experience. Make every meal a masterpiece with superb professional cooking with 11 power levels, multiple defrost settings, and 1,000 watt cooking power.The ZLINE Dual Fuel Professional Range, Range Hood and Microwave Drawer Bundle ships next business day when in stock.",Achieve optimal cooking performance with a 4 burner gas stove and 4.0 cu. Ft. electric oven,"Handcrafted, high quality Italian burners imported directly from Italy with premium alloy to ensure efficient and clean-burning flames",ZLINE's proprietary stay-put hinges are designed to support the full weight of the oven door and stop at any place,Heavy duty Italian made porcelain 1-piece cook top allows for an easy to clean surface - no crevices that can hold residue,"Convertible range hood - this unit can be externally vented or recirculated (ductless) with charcoal filters (not included, model number CF1) to reduce harmful odors",4-Speed fan control (120/240/320/400 CFM) to choose the appropriate air flow for your cooking situation,Ductwork easily connects to the top of the range hood for external venting,Designed to fit standard (circular) ductwork for simple installation,Open the drawer with a touch of a button - easy to use open and close buttons for added convenience,"With 1.2 cu ft capacity, the interior accommodates coffee mugs up to 7 inches tall and dishes up to 16 x 16 inches",Easy to read LCD display and kitchen timer,"Sensor cooking - With sensor cooking, the microwave oven automatically determines the required cooking time for each food item and allows you to cook many of your favorite foods without selecting cooking times or power levels","Lifetime warranty on range hood motor, 3 year parts warranty on range hood, 1 year service and parts warranty on the range, and 2 year parts warranty on the micorwave drawer.",
3KP-RABRH36-MW,1.95948E+11,"$5,534.87 ","$11,099.95 ","ZLINE 36"" Kitchen Package with Black Stainless Steel Dual Fuel Range, Convertible Vent Range Hood and Microwave Drawer",RAB-BR-36,BSKBN-36,MWD-1-BS,-,"Experience Attainable Luxury® with the ZLINE 36"" Black Stainless Steel Dual Fuel Professional Range, Range Hood and Microwave Drawer Bundle. With built-to-last quality and modern designs, this combination is a great addition to any kitchen.  ZLINE’s professional black stainless steel stove is truly unique in the industry. Each piece is hand cut and crafted utilizing premium grade stainless steel which accomplishes its sophisticated “piano black” finish through a technique called PVD (Physical Vapor Deposition) Coating. Achieve optimal results with cooktop power ranging from 4,200 up to 18,000 BTUs provided with sealed burners, and precise and even heating for every homemade dish with an electric convection oven. With upgraded premium features such as SmoothSlide ball-bearing oven racks, dual lighting, and adjustable legs, this dual fuel range is certain to wow both the chef and guests alike. The range hood’s high-performance, 400 CFM 4-speed motor will provide all the power you need to quietly and efficiently ventilate your stove while cooking. Enjoy modern features, including built-in LED lighting for an illuminated culinary experience and dishwasher-safe stainless steel baffle filters for easy clean-up. This wall mount range hood has a convertible vent, so you can have a luxury range hood whether you need a ducted or ductless option. This top loading microwave drawer provides unmatched convenience and space-saving qualities to enhance your kitchen experience. Make every meal a masterpiece with superb professional cooking with 11 power levels, multiple defrost settings, and 1,000 watt cooking power.The ZLINE Dual Fuel Professional Range, Range Hood and Microwave Drawer Bundle ships next business day when in stock.",Achieve optimal cooking performance with a 6 burner gas stove and 4.6 cu. Ft. gas oven,"Handcrafted, high quality Italian burners imported directly from Italy with premium alloy to ensure efficient and clean-burning flames",ZLINE's proprietary stay-put hinges are designed to support the full weight of the oven door and stop at any place,Heavy duty Italian made porcelain 1-piece cook top allows for an easy to clean surface - no crevices that can hold residue,"Convertible range hood - this unit can be externally vented or recirculated (ductless) with charcoal filters (not included, model number CF1) to reduce harmful odors",4-Speed fan control (120/240/320/400 CFM) to choose the appropriate air flow for your cooking situation,Ductwork easily connects to the top of the range hood for external venting,Designed to fit standard (circular) ductwork for simple installation,Open the drawer with a touch of a button - easy to use open and close buttons for added convenience,"With 1.2 cu ft capacity, the interior accommodates coffee mugs up to 7 inches tall and dishes up to 16 x 16 inches",Easy to read LCD display and kitchen timer,"Sensor cooking - With sensor cooking, the microwave oven automatically determines the required cooking time for each food item and allows you to cook many of your favorite foods without selecting cooking times or power levels","Lifetime warranty on range hood motor, 3 year parts warranty on range hood, 1 year service and parts warranty on the range, and 2 year parts warranty on the micorwave drawer.",
3KP-RABRH48-DW,1.95948E+11,"$8,459.87 ","$16,599.95 ","ZLINE 48"" Kitchen Package with Black Stainless Steel Dual Fuel Range, Convertible Vent Range Hood and Dishwasher",RAB-BR-48,BSKBN-48,DW-BS-24,-,"Experience Attainable Luxury® with the ZLINE 48"" Black Stainless Steel Dual Fuel Professional Range, Range Hood and Dishwasher Bundle. With built-to-last quality and modern designs, this combination is a great addition to any kitchen.  ZLINE’s professional black stainless steel stove is truly unique in the industry. Each piece is hand cut and crafted utilizing premium grade stainless steel which accomplishes its sophisticated “piano black” finish through a technique called PVD (Physical Vapor Deposition) Coating. Achieve optimal results with cooktop power ranging from 4,200 up to 18,000 BTUs provided with sealed burners, and precise and even heating for every homemade dish with an electric convection oven. With upgraded premium features such as SmoothSlide ball-bearing oven racks, dual lighting, and adjustable legs, this dual fuel range is certain to wow both the chef and guests alike. The range hood’s high-performance, 400 CFM 4-speed motor will provide all the power you need to quietly and efficiently ventilate your stove while cooking. Enjoy modern features, including built-in LED lighting for an illuminated culinary experience and dishwasher-safe stainless steel baffle filters for easy clean-up. This wall mount range hood has a convertible vent, so you can have a luxury range hood whether you need a ducted or ductless option. ENERGY STAR compliant, this unmatched dishwasher features eco-friendly dishwasher settings, saving on both water and energy by over 30% with each load. Accommodating to every household size, this 24 inch dishwasher comfortably fits 20 place settings within its full-depth dish racks. The ZLINE Dual Fuel Professional Range, Range Hood and Dishwasher Bundle ships next business day when in stock.",Achieve optimal cooking performance with a 7 burner gas stove and 4.2/1.8 cu. Ft. electric ovens,"Handcrafted, high quality Italian burners imported directly from Italy with premium alloy to ensure efficient and clean-burning flames",ZLINE's proprietary stay-put hinges are designed to support the full weight of the oven door and stop at any place,Heavy duty Italian made porcelain 1-piece cook top allows for an easy to clean surface - no crevices that can hold residue,"Convertible range hood - this unit can be externally vented or recirculated (ductless) with charcoal filters (not included, model number CF1) to reduce harmful odors",4-Speed fan control (120/240/320/400 CFM) to choose the appropriate air flow for your cooking situation,Ductwork easily connects to the top of the range hood for external venting,Designed to fit standard (circular) ductwork for simple installation,"Adjustable upper dishwasher rack, providing flexibility for you to load large dishes up to 11 inches in height","A sanitize wash option which uses water maintained at 156° F, eliminating bacteria with a thorough wash","With just 40 dBA, you can enjoy a peaceful kitchen while getting a spotless wash, every time",6 different wash cycles,"Lifetime warranty on range hood motor, 3 year parts warranty on range hood, 1 year service and parts warranty on the range, and 1 year parts warranty on the dishwasher.",
3KP-RABRH48-MW,1.95948E+11,"$8,279.87 ","$16,599.95 ","ZLINE 48"" Kitchen Package with Black Stainless Steel Dual Fuel Range, Convertible Vent Range Hood and Microwave Drawer",RAB-BR-48,BSKBN-48,MWD-1-BS,-,"Experience Attainable Luxury® with the ZLINE 48"" Black Stainless Steel Dual Fuel Professional Range, Range Hood and Microwave Drawer Bundle. With built-to-last quality and modern designs, this combination is a great addition to any kitchen.  ZLINE’s professional black stainless steel stove is truly unique in the industry. Each piece is hand cut and crafted utilizing premium grade stainless steel which accomplishes its sophisticated “piano black” finish through a technique called PVD (Physical Vapor Deposition) Coating. Achieve optimal results with cooktop power ranging from 4,200 up to 18,000 BTUs provided with sealed burners, and precise and even heating for every homemade dish with an electric convection oven. With upgraded premium features such as SmoothSlide ball-bearing oven racks, dual lighting, and adjustable legs, this dual fuel range is certain to wow both the chef and guests alike. The range hood’s high-performance, 400 CFM 4-speed motor will provide all the power you need to quietly and efficiently ventilate your stove while cooking. Enjoy modern features, including built-in LED lighting for an illuminated culinary experience and dishwasher-safe stainless steel baffle filters for easy clean-up. This wall mount range hood has a convertible vent, so you can have a luxury range hood whether you need a ducted or ductless option. This top loading microwave drawer provides unmatched convenience and space-saving qualities to enhance your kitchen experience. Make every meal a masterpiece with superb professional cooking with 11 power levels, multiple defrost settings, and 1,000 watt cooking power.The ZLINE Dual Fuel Professional Range, Range Hood and Microwave Drawer Bundle ships next business day when in stock.",Achieve optimal cooking performance with a 7 burner gas stove and 4.2/1.8 cu. Ft. electric ovens,"Handcrafted, high quality Italian burners imported directly from Italy with premium alloy to ensure efficient and clean-burning flames",ZLINE's proprietary stay-put hinges are designed to support the full weight of the oven door and stop at any place,Heavy duty Italian made porcelain 1-piece cook top allows for an easy to clean surface - no crevices that can hold residue,"Convertible range hood - this unit can be externally vented or recirculated (ductless) with charcoal filters (not included, model number CF1) to reduce harmful odors",4-Speed fan control (120/240/320/400 CFM) to choose the appropriate air flow for your cooking situation,Ductwork easily connects to the top of the range hood for external venting,Designed to fit standard (circular) ductwork for simple installation,Open the drawer with a touch of a button - easy to use open and close buttons for added convenience,"With 1.2 cu ft capacity, the interior accommodates coffee mugs up to 7 inches tall and dishes up to 16 x 16 inches",Easy to read LCD display and kitchen timer,"Sensor cooking - With sensor cooking, the microwave oven automatically determines the required cooking time for each food item and allows you to cook many of your favorite foods without selecting cooking times or power levels","Lifetime warranty on range hood motor, 3 year parts warranty on range hood, 1 year service and parts warranty on the range, and 2 year parts warranty on the micorwave drawer.",
3KP-RAOTR30-DW,1.95948E+11,"$3,806.87 ","$7,299.95 ","ZLINE 30"" Kitchen Package with Stainless Steel Dual Fuel Range, Modern Over The Range Microwave and Dishwasher",RA30,MWO-OTR-30,DW-304-H-24,-,"Experience Attainable Luxury® with the ZLINE 30"" Stainless Steel Dual Fuel Professional Range, Convection Over The Range Microwave Oven with Modern Handle, and Dishwasher Bundle. With built-to-last quality and modern designs, this combination is a great addition to any kitchen.  Enjoy a complete, seamless look for years to come with professional 430 grade stainless steel. Achieve optimal results with cooktop power ranging from 4,200 up to 18,000 BTUs provided with sealed burners, and precise and even heating for every homemade dish with an electric convection oven. With upgraded premium features such as SmoothSlide ball-bearing oven racks, dual lighting, and adjustable legs, this dual fuel range is certain to wow both the chef and guests alike. With up to 900 watts of power, humidity sensor cooking, auto-defrost and convection cook settings, the Over The Range Microwave ensures optimal results for every home-cooked meal. Effortlessly remove the fumes and grease from stovetop cooking with up to 300 CFM, while simultaneously heating up every snack with smart, combination cooking. ENERGY STAR compliant, this unmatched dishwasher features eco-friendly dishwasher settings, saving on both water and energy by over 30% with each load. Accommodating to every household size, this 24 inch dishwasher comfortably fits 20 place settings within its full-depth dish racks. The ZLINE Dual Fuel Professional Range, Microwave, and Dishwasher Bundle ships next business day when in stock.",Achieve optimal cooking performance with a 4 burner gas stove and 4.0 cu. Ft. electric oven,"Handcrafted, high quality Italian burners imported directly from Italy with premium alloy to ensure efficient and clean-burning flames",ZLINE's proprietary stay-put hinges are designed to support the full weight of the oven door and stop at any place,Heavy duty Italian made porcelain 1-piece cook top allows for an easy to clean surface - no crevices that can hold residue,Stainless steel interior and exterior for effortless cleaning and maximal heat,One-Touch cook for quick and easy snacks,Convection and standard microwave modes that can be used separately or simultaneously,Glass turntable to distribute heat evenly,"Adjustable upper dishwasher rack, providing flexibility for you to load large dishes up to 11 inches in height","A sanitize wash option which uses water maintained at 156° F, eliminating bacteria with a thorough wash","With just 40 dBA, you can enjoy a peaceful kitchen while getting a spotless wash, every time",6 different wash cycles,"Lifetime warranty on burners, 1 year service and parts warranty on the range, 1 year parts warranty on the dishwasher and 2 year parts warranty on the microwave.",
3KP-RAOTR30-DWV,1.95948E+11,"$3,941.87 ","$7,799.95 ","ZLINE 30"" Kitchen Package with Stainless Steel Dual Fuel Range, Modern Over The Range Microwave and Tall Tub Dishwasher",RA30,MWO-OTR-30,DWV-304-24,-,"Experience Attainable Luxury® with the ZLINE 30"" Stainless Steel Dual Fuel Professional Range, Convection Over The Range Microwave Oven with Modern Handle, and Dishwasher Bundle. With built-to-last quality and modern designs, this combination is a great addition to any kitchen.  Enjoy a complete, seamless look for years to come with professional 430 grade stainless steel. Achieve optimal results with cooktop power ranging from 4,200 up to 18,000 BTUs provided with sealed burners, and precise and even heating for every homemade dish with an electric convection oven. With upgraded premium features such as SmoothSlide ball-bearing oven racks, dual lighting, and adjustable legs, this dual fuel range is certain to wow both the chef and guests alike. With up to 900 watts of power, humidity sensor cooking, auto-defrost and convection cook settings, the Over The Range Microwave ensures optimal results for every home-cooked meal. Effortlessly remove the fumes and grease from stovetop cooking with up to 300 CFM, while simultaneously heating up every snack with smart, combination cooking. ENERGY STAR compliant, this unmatched dishwasher features eco-friendly dishwasher settings, saving on both water and energy by over 30% with each load. Personalize your washing experience with two adjustable racks and a 3rd rack for utensils for added flexibility. The ZLINE Dual Fuel Professional Range, Microwave, and Dishwasher Bundle ships next business day when in stock.",Achieve optimal cooking performance with a 4 burner gas stove and 4.0 cu. Ft. electric oven,"Handcrafted, high quality Italian burners imported directly from Italy with premium alloy to ensure efficient and clean-burning flames",ZLINE's proprietary stay-put hinges are designed to support the full weight of the oven door and stop at any place,Heavy duty Italian made porcelain 1-piece cook top allows for an easy to clean surface - no crevices that can hold residue,Stainless steel interior and exterior for effortless cleaning and maximal heat,One-Touch cook for quick and easy snacks,Convection and standard microwave modes that can be used separately or simultaneously,Glass turntable to distribute heat evenly,Accommodates 10 place settings with a 3rd rack for utensils,Auto cycle automatically detects the right water temperature and pressure needed for your load,"Sanitize, high temperature, and extra dry settings for added flexibility",8 different wash cycles to give the best cleaning effect specific to your needs,"Lifetime warranty on burners, 1 year service and parts warranty on the range, 1 year parts warranty on the dishwasher and 2 year parts warranty on the microwave.",
3KP-RAOTRH30-DW,1.95948E+11,"$3,806.87 ","$7,299.95 ","ZLINE 30"" Kitchen Package with Stainless Steel Dual Fuel Range, Traditional Over The Range Microwave and Dishwasher",RA30,MWO-OTR-H-30,DW-304-H-24,-,"Experience Attainable Luxury® with the ZLINE 30"" Stainless Steel Dual Fuel Professional Range, Convection Over The Range Microwave Oven with Traditonal Handle, and Dishwasher Bundle. With built-to-last quality and modern designs, this combination is a great addition to any kitchen.  Enjoy a complete, seamless look for years to come with professional 430 grade stainless steel. Achieve optimal results with cooktop power ranging from 4,200 up to 18,000 BTUs provided with sealed burners, and precise and even heating for every homemade dish with an electric convection oven. With upgraded premium features such as SmoothSlide ball-bearing oven racks, dual lighting, and adjustable legs, this dual fuel range is certain to wow both the chef and guests alike. With up to 900 watts of power, humidity sensor cooking, auto-defrost and convection cook settings, the Over The Range Microwave ensures optimal results for every home-cooked meal. Effortlessly remove the fumes and grease from stovetop cooking with up to 300 CFM, while simultaneously heating up every snack with smart, combination cooking. ENERGY STAR compliant, this unmatched dishwasher features eco-friendly dishwasher settings, saving on both water and energy by over 30% with each load. Accommodating to every household size, this 24 inch dishwasher comfortably fits 20 place settings within its full-depth dish racks. The ZLINE Dual Fuel Professional Range, Microwave, and Dishwasher Bundle ships next business day when in stock.",Achieve optimal cooking performance with a 4 burner gas stove and 4.0 cu. Ft. electric oven,"Handcrafted, high quality Italian burners imported directly from Italy with premium alloy to ensure efficient and clean-burning flames",ZLINE's proprietary stay-put hinges are designed to support the full weight of the oven door and stop at any place,Heavy duty Italian made porcelain 1-piece cook top allows for an easy to clean surface - no crevices that can hold residue,Stainless steel interior and exterior for effortless cleaning and maximal heat,One-Touch cook for quick and easy snacks,Convection and standard microwave modes that can be used separately or simultaneously,Glass turntable to distribute heat evenly,"Adjustable upper dishwasher rack, providing flexibility for you to load large dishes up to 11 inches in height","A sanitize wash option which uses water maintained at 156° F, eliminating bacteria with a thorough wash","With just 40 dBA, you can enjoy a peaceful kitchen while getting a spotless wash, every time",6 different wash cycles,"Lifetime warranty on burners, 1 year service and parts warranty on the range, 1 year parts warranty on the dishwasher and 2 year parts warranty on the microwave.",
3KP-RAOTRH30-DWV,1.95948E+11,"$3,941.87 ","$7,799.95 ","ZLINE 30"" Kitchen Package with Stainless Steel Dual Fuel Range, Traditional Over The Range Microwave and Tall Tub Dishwasher",RA30,MWO-OTR-H-30,DWV-304-24,-,"Experience Attainable Luxury® with the ZLINE 30"" Stainless Steel Dual Fuel Professional Range, Convection Over The Range Microwave Oven with Traditonal Handle, and Dishwasher Bundle. With built-to-last quality and modern designs, this combination is a great addition to any kitchen.  Enjoy a complete, seamless look for years to come with professional 430 grade stainless steel. Achieve optimal results with cooktop power ranging from 4,200 up to 18,000 BTUs provided with sealed burners, and precise and even heating for every homemade dish with an electric convection oven. With upgraded premium features such as SmoothSlide ball-bearing oven racks, dual lighting, and adjustable legs, this dual fuel range is certain to wow both the chef and guests alike. With up to 900 watts of power, humidity sensor cooking, auto-defrost and convection cook settings, the Over The Range Microwave ensures optimal results for every home-cooked meal. Effortlessly remove the fumes and grease from stovetop cooking with up to 300 CFM, while simultaneously heating up every snack with smart, combination cooking. ENERGY STAR compliant, this unmatched dishwasher features eco-friendly dishwasher settings, saving on both water and energy by over 30% with each load. Personalize your washing experience with two adjustable racks and a 3rd rack for utensils for added flexibility. The ZLINE Dual Fuel Professional Range, Microwave, and Dishwasher Bundle ships next business day when in stock.",Achieve optimal cooking performance with a 4 burner gas stove and 4.0 cu. Ft. electric oven,"Handcrafted, high quality Italian burners imported directly from Italy with premium alloy to ensure efficient and clean-burning flames",ZLINE's proprietary stay-put hinges are designed to support the full weight of the oven door and stop at any place,Heavy duty Italian made porcelain 1-piece cook top allows for an easy to clean surface - no crevices that can hold residue,Stainless steel interior and exterior for effortless cleaning and maximal heat,One-Touch cook for quick and easy snacks,Convection and standard microwave modes that can be used separately or simultaneously,Glass turntable to distribute heat evenly,Accommodates 10 place settings with a 3rd rack for utensils,Auto cycle automatically detects the right water temperature and pressure needed for your load,"Sanitize, high temperature, and extra dry settings for added flexibility",8 different wash cycles to give the best cleaning effect specific to your needs,"Lifetime warranty on burners, 1 year service and parts warranty on the range, 1 year parts warranty on the dishwasher and 2 year parts warranty on the microwave.",
